L1_L,L1_E_c,L1_E_v,L1_N_D,L1_N_A,L2_L,L2_E_c,L2_E_v,L2_N_D,L2_N_A,L3_L,L3_E_c,L3_E_v,L3_N_D,L3_N_A,MPP,IntSRHn_mean,simulation_id,extraction_timestamp
3.162277660168379e-08,3.8,5.9,1e+21,4.999999999999999e+19,2.7999999999999997e-07,3.8,5.6,1e+17,1e+17,2.0000000000000004e-08,2.8,5.2,2.2360679774997897e+19,7.071067811865475e+20,655.12202677,1.6312284568488364e+28,sim_2200,2025-09-23T16:30:01.051815
4.999999999999999e-08,4.0,6.0,1e+21,4.999999999999999e+19,2.1e-07,3.7,5.6,1e+16,1e+17,3.162277660168379e-08,3.0,5.2,2.2360679774997897e+19,1e+21,142.01435244479998,2.5063228914564348e+30,sim_2201,2025-09-23T16:30:01.233386
2.0000000000000004e-08,3.9,5.9,7.071067811865475e+20,4.999999999999999e+19,3.5e-07,3.6,5.5,1e+16,1e+17,3.162277660168379e-08,2.8,5.2,2.2360679774997897e+19,4.9999999999999993e+20,111.566837871625,6.152735780054477e+27,sim_2202,2025-09-23T16:30:01.479524
2.0000000000000004e-08,4.0,5.8,7.071067811865475e+20,4.999999999999999e+19,3.5e-07,3.6,5.4,1e+17,3.162277660168379e+16,4.999999999999999e-08,3.2,5.2,4.999999999999999e+19,1e+21,244.46046952799998,1.4340390040269926e+31,sim_2203,2025-09-23T16:30:01.664711
2.0000000000000004e-08,3.9,5.9,4.9999999999999993e+20,1e+19,2.1e-07,3.6,5.4,1e+16,1e+17,3.162277660168379e-08,2.8,5.2,2.2360679774997897e+19,7.071067811865475e+20,215.7429965475,1.1654609866648777e+28,sim_2204,2025-09-23T16:30:01.839179
4.999999999999999e-08,3.8,6.0,1e+21,4.999999999999999e+19,3.5e-07,3.7,5.6,1e+16,3.162277660168379e+16,3.162277660168379e-08,3.0,5.2,2.2360679774997897e+19,4.9999999999999993e+20,44.024559767625,3.104804317670527e+27,sim_2205,2025-09-23T16:30:02.018629
3.162277660168379e-08,4.0,5.9,1e+21,4.999999999999999e+19,2.1e-07,3.6,5.4,1e+16,1e+17,4.999999999999999e-08,3.2,5.2,4.999999999999999e+19,4.9999999999999993e+20,185.3497788372,1.517789437211073e+31,sim_2206,2025-09-23T16:30:02.188574
2.0000000000000004e-08,3.8,5.9,7.071067811865475e+20,4.999999999999999e+19,2.1e-07,3.7,5.5,3.162277660168379e+16,1e+17,3.162277660168379e-08,3.2,5.2,2.2360679774997897e+19,7.071067811865475e+20,19.870258600125,4.428952512541487e+27,sim_2207,2025-09-23T16:30:02.353557
2.0000000000000004e-08,3.9,6.0,7.071067811865475e+20,1e+19,2.1e-07,3.8,5.4,3.162277660168379e+16,1e+17,3.162277660168379e-08,2.8,5.2,1e+19,1e+21,743.095270705,2.191192162648022e+28,sim_2208,2025-09-23T16:30:02.519293
4.999999999999999e-08,4.0,5.8,1e+21,2.2360679774997897e+19,2.1e-07,3.8,5.5,1e+17,1e+17,3.162277660168379e-08,3.0,5.2,2.2360679774997897e+19,7.071067811865475e+20,161.4826467072,1.0557644248752546e+31,sim_2209,2025-09-23T16:30:02.681528
4.999999999999999e-08,3.8,5.9,7.071067811865475e+20,2.2360679774997897e+19,2.7999999999999997e-07,3.8,5.5,1e+16,1e+17,3.162277660168379e-08,3.0,5.2,1e+19,4.9999999999999993e+20,578.6232741900001,1.434145102619771e+28,sim_2210,2025-09-23T16:30:02.847764
4.999999999999999e-08,4.0,6.0,7.071067811865475e+20,4.999999999999999e+19,2.7999999999999997e-07,3.8,5.4,3.162277660168379e+16,1e+17,4.999999999999999e-08,3.0,5.2,4.999999999999999e+19,7.071067811865475e+20,188.18568779339998,4.279411540879453e+29,sim_2211,2025-09-23T16:30:03.019814
3.162277660168379e-08,4.0,5.8,7.071067811865475e+20,2.2360679774997897e+19,3.5e-07,3.6,5.6,3.162277660168379e+16,1e+16,3.162277660168379e-08,3.2,5.2,4.999999999999999e+19,4.9999999999999993e+20,189.85222912375002,1.4899610161808325e+28,sim_2212,2025-09-23T16:30:03.187954
2.0000000000000004e-08,3.8,5.9,1e+21,4.999999999999999e+19,2.1e-07,3.6,5.4,1e+16,1e+16,4.999999999999999e-08,3.0,5.2,2.2360679774997897e+19,1e+21,9.9214645994,3.754021508662413e+27,sim_2213,2025-09-23T16:30:03.358280
2.0000000000000004e-08,3.8,6.0,7.071067811865475e+20,2.2360679774997897e+19,2.1e-07,3.7,5.6,1e+16,1e+16,2.0000000000000004e-08,3.2,5.2,1e+19,1e+21,10.151273049700002,4.2435392541367535e+27,sim_2214,2025-09-23T16:30:03.526673
2.0000000000000004e-08,3.9,5.8,4.9999999999999993e+20,4.999999999999999e+19,3.5e-07,3.6,5.6,1e+16,1e+16,2.0000000000000004e-08,3.0,5.2,4.999999999999999e+19,7.071067811865475e+20,110.36308346625,6.169080313582741e+27,sim_2215,2025-09-23T16:30:03.696240
3.162277660168379e-08,4.0,5.9,4.9999999999999993e+20,2.2360679774997897e+19,2.1e-07,3.6,5.6,1e+16,1e+17,2.0000000000000004e-08,3.2,5.2,2.2360679774997897e+19,4.9999999999999993e+20,146.1510027336,3.363348177441324e+30,sim_2216,2025-09-23T16:30:03.876572
4.999999999999999e-08,3.8,5.8,4.9999999999999993e+20,4.999999999999999e+19,2.7999999999999997e-07,3.7,5.5,1e+16,1e+16,2.0000000000000004e-08,3.2,5.2,2.2360679774997897e+19,4.9999999999999993e+20,33.537115391375,3.5860206392198237e+27,sim_2217,2025-09-23T16:30:04.042759
4.999999999999999e-08,3.8,6.0,7.071067811865475e+20,1e+19,2.1e-07,3.7,5.6,1e+16,1e+17,4.999999999999999e-08,3.2,5.2,2.2360679774997897e+19,4.9999999999999993e+20,26.025510176250002,4.3633358213588036e+27,sim_2218,2025-09-23T16:30:04.213222
2.0000000000000004e-08,3.8,5.9,1e+21,1e+19,3.5e-07,3.6,5.6,1e+17,1e+17,4.999999999999999e-08,2.8,5.2,4.999999999999999e+19,1e+21,10.75123386115,2.52152250914139e+27,sim_2219,2025-09-23T16:30:04.378855
2.0000000000000004e-08,3.8,6.0,4.9999999999999993e+20,2.2360679774997897e+19,3.5e-07,3.7,5.5,1e+17,1e+17,4.999999999999999e-08,3.2,5.2,2.2360679774997897e+19,1e+21,44.575270377500004,2.85429443466981e+27,sim_2220,2025-09-23T16:30:04.550839
3.162277660168379e-08,4.0,5.9,4.9999999999999993e+20,1e+19,2.7999999999999997e-07,3.6,5.6,3.162277660168379e+16,1e+16,2.0000000000000004e-08,3.2,5.2,2.2360679774997897e+19,1e+21,154.79801261880002,8.767089061610366e+29,sim_2221,2025-09-23T16:30:04.720826
3.162277660168379e-08,3.9,6.0,7.071067811865475e+20,1e+19,3.5e-07,3.6,5.4,3.162277660168379e+16,1e+17,2.0000000000000004e-08,3.2,5.2,4.999999999999999e+19,7.071067811865475e+20,202.64005403875,7.887286744827835e+27,sim_2222,2025-09-23T16:30:04.885694
4.999999999999999e-08,3.9,5.8,1e+21,2.2360679774997897e+19,2.7999999999999997e-07,3.6,5.4,1e+16,3.162277660168379e+16,2.0000000000000004e-08,3.0,5.2,1e+19,4.9999999999999993e+20,223.69536300250002,1.112377146838432e+28,sim_2223,2025-09-23T16:30:05.063032
2.0000000000000004e-08,3.9,5.8,4.9999999999999993e+20,4.999999999999999e+19,2.1e-07,3.6,5.4,3.162277660168379e+16,3.162277660168379e+16,2.0000000000000004e-08,3.2,5.2,2.2360679774997897e+19,1e+21,229.2212777625,1.2320659929331736e+28,sim_2224,2025-09-23T16:30:05.245345
3.162277660168379e-08,3.8,6.0,7.071067811865475e+20,1e+19,2.7999999999999997e-07,3.6,5.5,1e+17,1e+17,4.999999999999999e-08,3.0,5.2,1e+19,7.071067811865475e+20,10.0178151087,3.2634129835199523e+27,sim_2225,2025-09-23T16:30:05.415639
4.999999999999999e-08,3.9,5.8,7.071067811865475e+20,1e+19,2.1e-07,3.8,5.6,1e+16,3.162277660168379e+16,3.162277660168379e-08,3.2,5.2,4.999999999999999e+19,7.071067811865475e+20,400.5017289575,1.7977651261030975e+28,sim_2226,2025-09-23T16:30:05.594195
2.0000000000000004e-08,3.9,5.9,7.071067811865475e+20,2.2360679774997897e+19,2.1e-07,3.6,5.6,1e+17,1e+17,2.0000000000000004e-08,2.8,5.2,4.999999999999999e+19,1e+21,91.639457685375,1.000859782842981e+28,sim_2227,2025-09-23T16:30:05.769416
4.999999999999999e-08,4.0,5.8,4.9999999999999993e+20,4.999999999999999e+19,2.7999999999999997e-07,3.6,5.5,1e+16,1e+16,4.999999999999999e-08,3.0,5.2,2.2360679774997897e+19,7.071067811865475e+20,105.80044395531499,2.483018535329173e+29,sim_2228,2025-09-23T16:30:05.960490
3.162277660168379e-08,4.0,6.0,4.9999999999999993e+20,4.999999999999999e+19,2.7999999999999997e-07,3.6,5.6,3.162277660168379e+16,1e+17,4.999999999999999e-08,2.8,5.2,1e+19,7.071067811865475e+20,151.2251315496,1.8018099069592154e+31,sim_2229,2025-09-23T16:30:06.144605
3.162277660168379e-08,3.8,5.8,7.071067811865475e+20,4.999999999999999e+19,3.5e-07,3.8,5.5,1e+17,1e+16,3.162277660168379e-08,3.0,5.2,2.2360679774997897e+19,1e+21,575.5644343225,1.221945704238006e+28,sim_2230,2025-09-23T16:30:06.324576
2.0000000000000004e-08,4.0,5.8,1e+21,1e+19,2.7999999999999997e-07,3.8,5.4,1e+17,1e+17,3.162277660168379e-08,2.8,5.2,4.999999999999999e+19,4.9999999999999993e+20,189.2796524426,2.556639427234406e+30,sim_2231,2025-09-23T16:30:06.505377
3.162277660168379e-08,3.9,5.9,1e+21,1e+19,2.1e-07,3.8,5.4,3.162277660168379e+16,1e+16,4.999999999999999e-08,3.0,5.2,2.2360679774997897e+19,7.071067811865475e+20,555.4751784912501,1.8278877900777763e+28,sim_2232,2025-09-23T16:30:06.684109
3.162277660168379e-08,3.8,6.0,1e+21,1e+19,2.7999999999999997e-07,3.6,5.4,1e+17,1e+16,4.999999999999999e-08,3.2,5.2,2.2360679774997897e+19,4.9999999999999993e+20,18.429320664875,3.4564244775987034e+27,sim_2233,2025-09-23T16:30:06.861404
2.0000000000000004e-08,3.8,6.0,4.9999999999999993e+20,1e+19,3.5e-07,3.7,5.6,1e+17,1e+16,4.999999999999999e-08,3.0,5.2,4.999999999999999e+19,1e+21,43.850823271749995,2.8541177605421967e+27,sim_2234,2025-09-23T16:30:07.040074
3.162277660168379e-08,3.9,5.9,1e+21,1e+19,2.7999999999999997e-07,3.6,5.4,1e+17,1e+17,2.0000000000000004e-08,3.0,5.2,1e+19,1e+21,219.9641040725,1.0372030860159913e+28,sim_2235,2025-09-23T16:30:07.208469
3.162277660168379e-08,4.0,5.8,1e+21,1e+19,2.7999999999999997e-07,3.7,5.5,1e+16,1e+16,4.999999999999999e-08,2.8,5.2,1e+19,7.071067811865475e+20,154.16932840319998,1.8235431269243508e+31,sim_2236,2025-09-23T16:30:07.374615
4.999999999999999e-08,4.0,5.8,1e+21,1e+19,2.7999999999999997e-07,3.6,5.6,1e+17,3.162277660168379e+16,4.999999999999999e-08,2.8,5.2,4.999999999999999e+19,4.9999999999999993e+20,181.9717904025,1.8086702421408482e+28,sim_2237,2025-09-23T16:30:07.551887
2.0000000000000004e-08,3.8,5.8,4.9999999999999993e+20,4.999999999999999e+19,3.5e-07,3.7,5.6,1e+17,1e+16,3.162277660168379e-08,3.0,5.2,2.2360679774997897e+19,7.071067811865475e+20,44.445714441125006,2.817936158914169e+27,sim_2238,2025-09-23T16:30:07.729438
3.162277660168379e-08,3.8,5.8,7.071067811865475e+20,2.2360679774997897e+19,2.1e-07,3.7,5.5,1e+16,1e+16,4.999999999999999e-08,2.8,5.2,4.999999999999999e+19,1e+21,24.765833225625002,4.446799336937718e+27,sim_2239,2025-09-23T16:30:07.913665
4.999999999999999e-08,4.0,5.9,7.071067811865475e+20,1e+19,2.1e-07,3.6,5.4,1e+16,1e+17,3.162277660168379e-08,3.2,5.2,4.999999999999999e+19,4.9999999999999993e+20,208.34646765025,7.507633978617836e+32,sim_2240,2025-09-23T16:30:08.096963
4.999999999999999e-08,4.0,6.0,1e+21,1e+19,2.7999999999999997e-07,3.6,5.5,1e+17,3.162277660168379e+16,4.999999999999999e-08,3.2,5.2,4.999999999999999e+19,7.071067811865475e+20,105.62993269665999,6.8868183140208795e+31,sim_2241,2025-09-23T16:30:08.285075
2.0000000000000004e-08,3.8,5.8,7.071067811865475e+20,1e+19,2.7999999999999997e-07,3.6,5.6,3.162277660168379e+16,1e+17,4.999999999999999e-08,3.2,5.2,4.999999999999999e+19,4.9999999999999993e+20,10.217103946950001,3.050384805476563e+27,sim_2242,2025-09-23T16:30:08.479289
4.999999999999999e-08,4.0,5.8,1e+21,1e+19,3.5e-07,3.7,5.4,3.162277660168379e+16,1e+16,2.0000000000000004e-08,2.8,5.2,1e+19,7.071067811865475e+20,188.60140642354997,3.7549311965297017e+31,sim_2243,2025-09-23T16:30:08.671951
2.0000000000000004e-08,4.0,6.0,1e+21,4.999999999999999e+19,2.7999999999999997e-07,3.6,5.4,1e+16,1e+16,4.999999999999999e-08,3.0,5.2,2.2360679774997897e+19,1e+21,164.66790757175,1.9850311672953783e+30,sim_2244,2025-09-23T16:30:08.867904
2.0000000000000004e-08,3.8,5.9,7.071067811865475e+20,2.2360679774997897e+19,3.5e-07,3.8,5.5,1e+16,1e+17,3.162277660168379e-08,2.8,5.2,4.999999999999999e+19,7.071067811865475e+20,596.7928633625,1.289790190021208e+28,sim_2245,2025-09-23T16:30:09.065327
2.0000000000000004e-08,3.8,5.9,7.071067811865475e+20,2.2360679774997897e+19,2.7999999999999997e-07,3.8,5.4,1e+16,3.162277660168379e+16,4.999999999999999e-08,2.8,5.2,4.999999999999999e+19,7.071067811865475e+20,656.48434301125,1.2815503966949693e+28,sim_2246,2025-09-23T16:30:09.239982
4.999999999999999e-08,3.9,6.0,4.9999999999999993e+20,4.999999999999999e+19,2.7999999999999997e-07,3.6,5.5,3.162277660168379e+16,1e+16,3.162277660168379e-08,3.2,5.2,2.2360679774997897e+19,7.071067811865475e+20,118.73205470049999,9.597166400433261e+27,sim_2247,2025-09-23T16:30:09.416641
2.0000000000000004e-08,3.9,5.9,4.9999999999999993e+20,1e+19,2.1e-07,3.8,5.6,3.162277660168379e+16,1e+17,2.0000000000000004e-08,2.8,5.2,1e+19,1e+21,464.79624472250003,2.0066930034204396e+28,sim_2248,2025-09-23T16:30:09.586365
3.162277660168379e-08,3.9,5.9,1e+21,1e+19,3.5e-07,3.8,5.4,1e+17,1e+17,4.999999999999999e-08,3.2,5.2,1e+19,4.9999999999999993e+20,407.26901684875,9.895238517179799e+27,sim_2249,2025-09-23T16:30:09.759115
4.999999999999999e-08,3.9,5.9,7.071067811865475e+20,1e+19,2.7999999999999997e-07,3.8,5.5,1e+16,1e+17,2.0000000000000004e-08,3.0,5.2,2.2360679774997897e+19,4.9999999999999993e+20,338.47761297125,1.3224915526362396e+28,sim_2250,2025-09-23T16:30:09.927628
3.162277660168379e-08,3.9,6.0,4.9999999999999993e+20,4.999999999999999e+19,2.1e-07,3.7,5.4,1e+17,1e+16,2.0000000000000004e-08,3.2,5.2,1e+19,1e+21,254.13327326,1.400202833794754e+28,sim_2251,2025-09-23T16:30:10.097840
3.162277660168379e-08,3.8,5.8,7.071067811865475e+20,4.999999999999999e+19,2.7999999999999997e-07,3.7,5.6,1e+17,1e+16,2.0000000000000004e-08,3.2,5.2,2.2360679774997897e+19,4.9999999999999993e+20,33.080052795374996,3.612137982102279e+27,sim_2252,2025-09-23T16:30:10.269021
4.999999999999999e-08,4.0,5.8,1e+21,4.999999999999999e+19,2.7999999999999997e-07,3.6,5.5,1e+17,1e+16,4.999999999999999e-08,2.8,5.2,4.999999999999999e+19,4.9999999999999993e+20,153.3993104256,2.7303415399081114e+31,sim_2253,2025-09-23T16:30:10.443781
3.162277660168379e-08,3.8,5.9,4.9999999999999993e+20,2.2360679774997897e+19,2.1e-07,3.6,5.4,3.162277660168379e+16,1e+17,4.999999999999999e-08,3.2,5.2,4.999999999999999e+19,4.9999999999999993e+20,9.624607785350001,4.069550023331019e+27,sim_2254,2025-09-23T16:30:10.635737
3.162277660168379e-08,3.9,5.8,4.9999999999999993e+20,2.2360679774997897e+19,2.1e-07,3.8,5.5,3.162277660168379e+16,1e+16,3.162277660168379e-08,3.2,5.2,1e+19,4.9999999999999993e+20,428.61376988875,1.9028844225191118e+28,sim_2255,2025-09-23T16:30:10.956724
2.0000000000000004e-08,3.8,5.8,1e+21,2.2360679774997897e+19,2.7999999999999997e-07,3.8,5.5,1e+17,3.162277660168379e+16,4.999999999999999e-08,2.8,5.2,4.999999999999999e+19,7.071067811865475e+20,210.5009687736,1.441855473125435e+28,sim_2256,2025-09-23T16:30:11.178498
4.999999999999999e-08,3.8,6.0,4.9999999999999993e+20,1e+19,3.5e-07,3.6,5.6,1e+17,1e+16,4.999999999999999e-08,3.0,5.2,1e+19,1e+21,10.03295665055,2.991242292120659e+27,sim_2257,2025-09-23T16:30:11.376974
4.999999999999999e-08,4.0,5.8,4.9999999999999993e+20,4.999999999999999e+19,2.1e-07,3.8,5.4,3.162277660168379e+16,3.162277660168379e+16,2.0000000000000004e-08,3.2,5.2,4.999999999999999e+19,7.071067811865475e+20,234.11253951454998,3.9240988788873382e+31,sim_2258,2025-09-23T16:30:11.634087
3.162277660168379e-08,3.8,5.9,4.9999999999999993e+20,2.2360679774997897e+19,2.7999999999999997e-07,3.8,5.6,1e+16,3.162277660168379e+16,4.999999999999999e-08,2.8,5.2,2.2360679774997897e+19,1e+21,206.08107717,1.3466640400642406e+28,sim_2259,2025-09-23T16:30:11.924586
2.0000000000000004e-08,3.9,5.9,7.071067811865475e+20,2.2360679774997897e+19,2.1e-07,3.8,5.6,1e+17,1e+17,4.999999999999999e-08,3.0,5.2,1e+19,7.071067811865475e+20,387.705481105,1.7032542885021243e+28,sim_2260,2025-09-23T16:30:12.405309
4.999999999999999e-08,4.0,6.0,4.9999999999999993e+20,2.2360679774997897e+19,2.1e-07,3.7,5.5,3.162277660168379e+16,3.162277660168379e+16,3.162277660168379e-08,3.2,5.2,4.999999999999999e+19,1e+21,146.2439995428,2.99351175371057e+32,sim_2261,2025-09-23T16:30:12.657738
3.162277660168379e-08,4.0,5.8,4.9999999999999993e+20,2.2360679774997897e+19,2.1e-07,3.8,5.4,3.162277660168379e+16,3.162277660168379e+16,4.999999999999999e-08,3.0,5.2,1e+19,7.071067811865475e+20,196.8340443095,1.580193896451131e+31,sim_2262,2025-09-23T16:30:13.112987
3.162277660168379e-08,3.8,5.9,7.071067811865475e+20,4.999999999999999e+19,3.5e-07,3.6,5.4,1e+17,1e+17,2.0000000000000004e-08,3.0,5.2,2.2360679774997897e+19,7.071067811865475e+20,23.659745409125,2.710700250620984e+27,sim_2263,2025-09-23T16:30:13.463835
4.999999999999999e-08,4.0,5.8,1e+21,2.2360679774997897e+19,3.5e-07,3.7,5.6,3.162277660168379e+16,3.162277660168379e+16,4.999999999999999e-08,3.2,5.2,4.999999999999999e+19,7.071067811865475e+20,181.75714863124998,1.503074591464551e+28,sim_2264,2025-09-23T16:30:13.728930
3.162277660168379e-08,4.0,5.8,4.9999999999999993e+20,2.2360679774997897e+19,2.7999999999999997e-07,3.6,5.4,3.162277660168379e+16,1e+16,4.999999999999999e-08,3.0,5.2,1e+19,1e+21,176.65912169515,1.8206808727557822e+31,sim_2265,2025-09-23T16:30:14.011080
2.0000000000000004e-08,3.8,5.8,4.9999999999999993e+20,1e+19,2.7999999999999997e-07,3.6,5.4,3.162277660168379e+16,3.162277660168379e+16,4.999999999999999e-08,3.0,5.2,2.2360679774997897e+19,4.9999999999999993e+20,18.669308348625,3.1024040483420467e+27,sim_2266,2025-09-23T16:30:14.343007
4.999999999999999e-08,4.0,5.9,4.9999999999999993e+20,1e+19,2.1e-07,3.7,5.5,1e+16,1e+16,2.0000000000000004e-08,3.2,5.2,1e+19,7.071067811865475e+20,147.40304685959998,2.5239927072754073e+32,sim_2267,2025-09-23T16:30:14.708779
2.0000000000000004e-08,4.0,5.9,7.071067811865475e+20,2.2360679774997897e+19,3.5e-07,3.7,5.5,1e+16,3.162277660168379e+16,3.162277660168379e-08,3.0,5.2,2.2360679774997897e+19,7.071067811865475e+20,155.1677864568,1.9078405661845567e+30,sim_2268,2025-09-23T16:30:15.145038
2.0000000000000004e-08,4.0,6.0,1e+21,4.999999999999999e+19,2.1e-07,3.6,5.6,1e+16,3.162277660168379e+16,3.162277660168379e-08,2.8,5.2,4.999999999999999e+19,7.071067811865475e+20,144.1974813492,5.663949964565408e+31,sim_2269,2025-09-23T16:30:15.523089
2.0000000000000004e-08,3.9,5.9,4.9999999999999993e+20,2.2360679774997897e+19,2.7999999999999997e-07,3.8,5.6,1e+16,1e+16,2.0000000000000004e-08,3.0,5.2,4.999999999999999e+19,7.071067811865475e+20,383.78645717375,1.367098650674361e+28,sim_2270,2025-09-23T16:30:15.851103
2.0000000000000004e-08,3.8,5.9,4.9999999999999993e+20,1e+19,3.5e-07,3.6,5.4,3.162277660168379e+16,1e+16,2.0000000000000004e-08,2.8,5.2,1e+19,4.9999999999999993e+20,23.404231847374998,2.368045402536714e+27,sim_2271,2025-09-23T16:30:16.074243
3.162277660168379e-08,4.0,6.0,7.071067811865475e+20,1e+19,2.7999999999999997e-07,3.6,5.4,1e+16,1e+16,2.0000000000000004e-08,3.2,5.2,4.999999999999999e+19,1e+21,200.34347918105,9.914612426499187e+31,sim_2272,2025-09-23T16:30:16.310221
2.0000000000000004e-08,3.9,5.8,1e+21,1e+19,2.7999999999999997e-07,3.6,5.4,1e+17,1e+16,2.0000000000000004e-08,3.2,5.2,4.999999999999999e+19,1e+21,209.1596969125,8.934684977309916e+27,sim_2273,2025-09-23T16:30:16.541554
3.162277660168379e-08,4.0,5.9,1e+21,4.999999999999999e+19,2.7999999999999997e-07,3.8,5.5,1e+16,3.162277660168379e+16,3.162277660168379e-08,2.8,5.2,1e+19,4.9999999999999993e+20,168.718987968,1.9218966323740427e+30,sim_2274,2025-09-23T16:30:16.732205
3.162277660168379e-08,3.8,6.0,7.071067811865475e+20,4.999999999999999e+19,2.7999999999999997e-07,3.7,5.5,1e+17,1e+17,4.999999999999999e-08,3.2,5.2,4.999999999999999e+19,4.9999999999999993e+20,41.709397762,3.7118679130435516e+27,sim_2275,2025-09-23T16:30:16.931139
4.999999999999999e-08,4.0,5.9,4.9999999999999993e+20,2.2360679774997897e+19,3.5e-07,3.7,5.4,3.162277660168379e+16,3.162277660168379e+16,2.0000000000000004e-08,3.2,5.2,2.2360679774997897e+19,7.071067811865475e+20,188.80612326989998,1.0167627785806255e+32,sim_2276,2025-09-23T16:30:17.125465
2.0000000000000004e-08,3.8,6.0,7.071067811865475e+20,2.2360679774997897e+19,2.1e-07,3.7,5.5,1e+17,1e+16,2.0000000000000004e-08,3.2,5.2,2.2360679774997897e+19,1e+21,10.879372148962501,4.252763782385016e+27,sim_2277,2025-09-23T16:30:17.310513
2.0000000000000004e-08,3.9,5.8,7.071067811865475e+20,4.999999999999999e+19,2.1e-07,3.7,5.4,3.162277660168379e+16,1e+17,3.162277660168379e-08,3.0,5.2,2.2360679774997897e+19,4.9999999999999993e+20,231.01014316125,1.1938648907705642e+28,sim_2278,2025-09-23T16:30:17.475023
3.162277660168379e-08,3.9,5.8,7.071067811865475e+20,1e+19,2.7999999999999997e-07,3.6,5.5,1e+16,1e+17,2.0000000000000004e-08,2.8,5.2,4.999999999999999e+19,7.071067811865475e+20,114.73392821375,8.960075507254964e+27,sim_2279,2025-09-23T16:30:17.654139
2.0000000000000004e-08,4.0,5.8,4.9999999999999993e+20,4.999999999999999e+19,2.1e-07,3.7,5.4,1e+16,3.162277660168379e+16,2.0000000000000004e-08,3.2,5.2,4.999999999999999e+19,7.071067811865475e+20,205.17439078605,3.295598397734813e+30,sim_2280,2025-09-23T16:30:17.844379
3.162277660168379e-08,3.9,6.0,7.071067811865475e+20,4.999999999999999e+19,2.1e-07,3.7,5.5,3.162277660168379e+16,3.162277660168379e+16,3.162277660168379e-08,3.2,5.2,1e+19,4.9999999999999993e+20,110.745777765,1.1119630483356309e+28,sim_2281,2025-09-23T16:30:18.063148
4.999999999999999e-08,3.8,6.0,1e+21,2.2360679774997897e+19,3.5e-07,3.7,5.5,3.162277660168379e+16,1e+17,3.162277660168379e-08,3.0,5.2,1e+19,1e+21,44.710555056874995,3.102733431816018e+27,sim_2282,2025-09-23T16:30:18.275115
4.999999999999999e-08,4.0,5.9,1e+21,4.999999999999999e+19,2.1e-07,3.7,5.6,3.162277660168379e+16,1e+16,2.0000000000000004e-08,3.2,5.2,1e+19,1e+21,142.778171724,1.2098495672142027e+32,sim_2283,2025-09-23T16:30:18.450115
4.999999999999999e-08,3.8,5.9,1e+21,4.999999999999999e+19,2.7999999999999997e-07,3.6,5.5,1e+17,3.162277660168379e+16,3.162277660168379e-08,3.0,5.2,1e+19,4.9999999999999993e+20,9.82850186375,3.452217237552201e+27,sim_2284,2025-09-23T16:30:18.623713
3.162277660168379e-08,3.8,5.9,7.071067811865475e+20,2.2360679774997897e+19,2.1e-07,3.7,5.6,1e+16,1e+16,3.162277660168379e-08,3.0,5.2,1e+19,4.9999999999999993e+20,20.436942895625002,4.4946267234277944e+27,sim_2285,2025-09-23T16:30:18.794384
3.162277660168379e-08,4.0,5.9,7.071067811865475e+20,1e+19,2.7999999999999997e-07,3.7,5.4,3.162277660168379e+16,1e+17,4.999999999999999e-08,3.0,5.2,4.999999999999999e+19,1e+21,176.788097414,3.4705681243074694e+31,sim_2286,2025-09-23T16:30:18.963450
4.999999999999999e-08,4.0,6.0,1e+21,1e+19,2.7999999999999997e-07,3.6,5.5,1e+17,3.162277660168379e+16,3.162277660168379e-08,2.8,5.2,1e+19,4.9999999999999993e+20,108.63821184856499,4.175679907366634e+31,sim_2287,2025-09-23T16:30:19.151327
2.0000000000000004e-08,3.8,5.9,1e+21,4.999999999999999e+19,3.5e-07,3.8,5.5,3.162277660168379e+16,3.162277660168379e+16,2.0000000000000004e-08,3.0,5.2,1e+19,4.9999999999999993e+20,631.6810950299999,1.3075198620554445e+28,sim_2288,2025-09-23T16:30:19.321358
4.999999999999999e-08,4.0,5.8,4.9999999999999993e+20,4.999999999999999e+19,2.7999999999999997e-07,3.8,5.6,1e+17,3.162277660168379e+16,3.162277660168379e-08,2.8,5.2,2.2360679774997897e+19,4.9999999999999993e+20,199.22598568875,1.9459698486025213e+28,sim_2289,2025-09-23T16:30:19.494051
4.999999999999999e-08,3.9,6.0,1e+21,2.2360679774997897e+19,3.5e-07,3.6,5.6,1e+16,1e+17,2.0000000000000004e-08,3.2,5.2,4.999999999999999e+19,4.9999999999999993e+20,116.38046940224999,7.637842729963551e+27,sim_2290,2025-09-23T16:30:19.664324
4.999999999999999e-08,4.0,5.8,1e+21,1e+19,2.7999999999999997e-07,3.7,5.6,1e+17,3.162277660168379e+16,4.999999999999999e-08,3.0,5.2,2.2360679774997897e+19,7.071067811865475e+20,182.28460173375,1.8090433127749774e+28,sim_2291,2025-09-23T16:30:19.839577
2.0000000000000004e-08,3.8,5.9,7.071067811865475e+20,2.2360679774997897e+19,2.7999999999999997e-07,3.7,5.4,1e+17,3.162277660168379e+16,3.162277660168379e-08,3.2,5.2,2.2360679774997897e+19,7.071067811865475e+20,82.91711459462499,3.7336069892128297e+27,sim_2292,2025-09-23T16:30:20.015188
